,cluster
109119,0
109120,0
109121,1
109122,1
109123,0
109124,0
109125,1
109126,1
109127,0
109128,0
109129,1
109130,0
109131,0
109132,0
109133,0
109134,0
109135,0
109136,0
109137,0
109138,1
109139,1
109140,0
109141,1
109142,1
109143,1
109144,1
109145,1
109146,0
109147,0
109148,0
109149,0
109150,1
109151,0
109152,0
109153,1
109154,1
109155,0
109156,1
109157,0
109158,0
109159,1
109160,0
109161,1
109162,1
109163,1
109164,0
109165,1
109166,1
109167,0
109168,1
109169,0
109170,1
109171,1
109172,0
109173,0
109174,1
109175,1
109176,1
109177,1
109178,1
109179,1
109180,1
109181,0
109182,1
109183,1
109184,1
109185,1
109186,0
109187,1
109188,0
109189,0
109190,0
109191,1
109192,0
109193,0
109194,0
109195,0
109196,1
109197,0
109198,1
109199,0
109200,0
109201,1
109202,0
109203,1
109204,0
109205,0
109206,1
109207,0
109208,0
109209,1
109210,1
109211,0
109212,0
109213,1
109214,1
109215,1
109216,1
109217,1
109218,0
109219,1
109220,0
109221,0
109222,0
109223,1
109224,1
109225,1
109226,1
109227,1
109228,1
109229,0
109230,0
109231,1
109232,1
109233,1
109234,0
109235,1
109236,0
109237,1
109238,1
109239,0
109240,0
109241,1
109242,0
109243,1
109244,0
109245,1
109246,0
109247,1
109248,0
109249,1
109250,1
109251,1
109252,0
109253,1
109254,0
109255,0
109256,1
109257,1
109258,1
109259,0
109260,1
109261,0
109262,1
109263,1
109264,1
109265,1
109266,0
109267,1
109268,1
109269,1
109270,0
109271,1
109272,1
109273,0
109274,1
109275,1
109276,1
109277,0
109278,0
109279,1
109280,1
109281,0
109282,0
109283,0
109284,1
109285,0
109286,1
109287,0
109288,1
109289,1
109290,0
109291,0
109292,0
109293,1
109294,1
109295,0
109296,1
109297,1
109298,1
109299,0
109300,0
109301,0
109302,1
109303,1
109304,0
109305,0
109306,1
109307,1
109308,0
109309,0
109310,0
109311,1
109312,0
109313,0
109314,0
109315,0
109316,0
109317,0
109318,1
109319,0
109320,0
109321,1
109322,1
109323,0
109324,1
109325,0
109326,1
109327,0
109328,1
109329,0
109330,0
109331,1
109332,0
109333,0
109334,1
109335,1
109336,0
109337,1
109338,0
109339,0
109340,1
109341,0
109342,1
109343,1
109344,0
109345,1
109346,1
109347,1
109348,0
109349,1
109350,0
109351,0
109352,1
109353,0
109354,1
109355,0
109356,1
109357,1
109358,0
109359,1
109360,1
109361,0
109362,0
109363,1
109364,1
109365,1
109366,1
109367,0
109368,1
109369,1
109370,0
109371,1
109372,0
109373,1
109374,0
109375,0
109376,0
109377,1
109378,1
109379,0
109380,1
109381,1
109382,0
109383,0
109384,1
109385,1
109386,0
109387,0
109388,0
109389,0
109390,1
109391,0
109392,0
109393,0
109394,0
109395,0
109396,1
109397,1
109398,0
109399,1
109400,0
109401,1
109402,0
109403,0
109404,1
109405,0
109406,0
109407,0
109408,1
109409,0
109410,1
109411,1
109412,0
109413,1
109414,1
109415,0
109416,0
109417,0
109418,0
109419,1
109420,0
109421,0
109422,1
109423,0
109424,0
109425,0
109426,0
109427,1
109428,0
109429,0
109430,0
109431,1
109432,0
109433,0
109434,0
109435,1
109436,1
109437,0
109438,0
109439,0
109440,1
109441,0
109442,0
109443,0
109444,0
109445,1
109446,0
109447,0
109448,1
109449,0
109450,0
109451,1
109452,1
109453,1
109454,0
109455,1
109456,1
109457,1
109458,0
109459,0
109460,1
109461,1
109462,0
109463,0
109464,1
109465,1
109466,1
109467,1
109468,1
109469,1
109470,0
109471,1
109472,0
109473,0
109474,1
109475,0
109476,1
109477,1
109478,1
109479,1
109480,0
109481,1
109482,1
109483,1
109484,0
109485,0
109486,1
109487,1
109488,1
109489,1
109490,0
109491,1
109492,0
109493,0
109494,0
109495,0
109496,1
109497,1
109498,1
109499,1
109500,1
109501,1
109502,1
109503,1
109504,0
109505,1
109506,0
109507,0
109508,1
109509,1
109510,1
109511,0
109512,0
109513,1
109514,1
109515,1
109516,1
109517,1
109518,0
109519,0
109520,1
109521,0
109522,1
109523,1
109524,1
109525,1
109526,1
109527,1
109528,1
109529,0
109530,1
109531,1
109532,1
109533,1
109534,0
109535,1
109536,1
109537,1
109538,1
109539,0
109540,0
109541,0
109542,0
109543,1
109544,1
109545,1
109546,0
109547,1
109548,0
109549,0
109550,0
109551,1
109552,1
109553,0
109554,1
109555,1
109556,0
109557,1
109558,0
109559,0
109560,0
109561,0
109562,0
109563,0
109564,1
109565,0
109566,0
109567,0
109568,1
109569,1
109570,0
109571,1
109572,1
109573,0
109574,1
109575,0
109576,1
109577,1
109578,1
109579,0
109580,0
109581,0
109582,0
109583,1
109584,0
109585,1
109586,1
109587,1
109588,0
109589,1
109590,1
109591,1
109592,0
109593,0
109594,1
109595,0
109596,1
109597,1
109598,1
109599,1
109600,1
109601,0
109602,0
109603,0
109604,0
109605,1
109606,0
109607,0
109608,0
109609,1
109610,0
109611,0
109612,1
109613,1
109614,0
109615,1
109616,1
109617,1
109618,1
109619,0
109620,1
109621,1
109622,1
109623,1
109624,1
109625,1
109626,1
109627,1
109628,0
109629,1
109630,1
109631,1
109632,1
109633,0
109634,0
109635,0
109636,0
109637,0
109638,1
109639,1
109640,0
109641,0
109642,0
109643,0
109644,0
109645,0
109646,0
109647,0
109648,0
109649,1
109650,0
109651,1
109652,0
109653,1
109654,0
109655,1
109656,0
109657,1
109658,0
109659,1
109660,1
109661,1
109662,1
109663,1
109664,1
109665,0
109666,1
109667,1
109668,0
109669,1
109670,1
109671,0
109672,0
109673,0
109674,1
109675,0
109676,1
109677,0
109678,0
109679,1
109680,1
109681,1
109682,0
109683,0
109684,0
109685,1
109686,1
109687,1
109688,1
109689,1
109690,1
109691,1
109692,0
109693,0
109694,0
109695,0
109696,1
109697,0
109698,0
109699,1
109700,0
109701,0
109702,0
109703,1
109704,0
109705,1
109706,1
109707,0
109708,1
109709,0
109710,1
109711,1
109712,1
109713,0
109714,0
109715,1
109716,1
109717,1
109718,1
109719,0
109720,1
109721,0
109722,1
109723,0
109724,1
109725,1
109726,0
109727,0
109728,0
109729,0
109730,1
109731,0
109732,1
109733,0
109734,1
109735,0
109736,0
109737,1
109738,1
109739,1
109740,0
109741,1
109742,0
109743,1
109744,1
109745,0
109746,1
109747,1
109748,1
109749,0
109750,1
109751,0
109752,1
109753,1
109754,1
109755,1
109756,0
109757,1
109758,0
109759,1
109760,1
109761,1
109762,0
109763,0
109764,1
109765,0
109766,1
109767,1
109768,1
109769,1
109770,0
109771,0
109772,1
109773,0
109774,1
109775,0
109776,1
109777,1
109778,1
109779,0
109780,1
109781,0
109782,0
109783,0
109784,0
109785,0
109786,0
109787,1
109788,1
109789,0
109790,1
109791,1
109792,1
109793,1
109794,0
109795,0
109796,1
109797,1
109798,1
109799,0
109800,0
109801,0
109802,0
109803,1
109804,1
109805,1
109806,1
109807,0
109808,0
109809,1
109810,1
109811,1
109812,1
109813,1
109814,0
109815,1
109816,1
109817,0
109818,0
109819,0
109820,0
109821,0
109822,1
109823,0
109824,1
109825,1
109826,0
109827,0
109828,1
109829,0
109830,0
109831,1
109832,0
109833,0
109834,0
109835,0
109836,0
109837,1
109838,1
109839,0
109840,1
109841,0
109842,1
109843,1
109844,0
109845,0
109846,1
109847,0
109848,1
109849,0
109850,1
109851,1
109852,0
109853,0
109854,1
109855,1
109856,0
109857,0
109858,0
109859,1
109860,1
109861,0
109862,0
109863,0
109864,1
109865,1
109866,1
109867,0
109868,0
109869,0
109870,0
109871,0
109872,0
109873,1
109874,1
109875,1
109876,0
109877,0
109878,1
109879,1
109880,1
109881,0
109882,1
109883,0
109884,0
109885,0
109886,0
109887,0
109888,1
109889,0
109890,1
109891,1
109892,1
109893,0
109894,1
109895,1
109896,0
109897,0
109898,1
109899,0
109900,0
109901,1
109902,1
109903,0
109904,1
109905,0
109906,1
109907,0
109908,1
109909,0
109910,0
109911,1
109912,1
109913,0
109914,1
109915,1
109916,0
109917,1
109918,1
109919,1
109920,0
109921,0
109922,1
109923,0
109924,1
109925,1
109926,0
109927,0
109928,1
109929,1
109930,1
109931,1
109932,1
109933,0
109934,0
109935,1
109936,1
109937,0
109938,0
109939,0
109940,0
109941,1
109942,1
109943,0
109944,1
109945,0
109946,1
109947,1
109948,0
109949,0
109950,1
109951,0
109952,0
109953,0
109954,1
109955,0
109956,0
109957,0
109958,0
109959,0
109960,1
109961,1
109962,0
109963,0
109964,1
109965,0
109966,1
109967,0
109968,1
109969,1
109970,0
109971,1
109972,1
109973,0
109974,1
109975,1
109976,1
109977,1
109978,1
109979,1
109980,0
109981,0
109982,1
109983,0
109984,1
109985,1
109986,0
109987,0
109988,0
109989,1
109990,0
109991,1
109992,1
109993,1
109994,0
109995,0
109996,0
109997,0
109998,1
109999,0
110000,1
110001,1
110002,0
110003,1
110004,0
110005,0
110006,1
110007,0
110008,0
110009,0
110010,1
110011,1
110012,1
110013,0
110014,1
110015,0
110016,1
110017,1
110018,0
110019,0
110020,0
110021,1
110022,1
110023,0
110024,1
110025,1
110026,1
110027,1
110028,0
110029,1
110030,0
110031,1
110032,1
110033,0
110034,0
110035,0
110036,0
110037,1
110038,1
110039,1
110040,1
110041,1
110042,0
110043,1
110044,0
110045,1
110046,1
110047,0
110048,1
110049,0
110050,0
110051,1
110052,0
110053,0
110054,1
110055,0
110056,1
110057,1
110058,1
110059,1
110060,1
110061,0
110062,0
110063,1
110064,1
110065,1
110066,0
110067,0
110068,1
110069,0
110070,1
110071,1
110072,1
110073,1
110074,0
110075,0
110076,1
110077,0
110078,1
110079,1
110080,1
110081,0
110082,1
110083,1
110084,0
110085,1
110086,0
110087,1
110088,0
110089,0
110090,0
110091,0
110092,1
110093,0
110094,1
110095,1
110096,0
110097,0
110098,0
110099,0
110100,0
110101,1
110102,0
110103,1
110104,1
110105,0
110106,1
110107,0
110108,1
110109,0
110110,0
110111,1
110112,1
110113,0
110114,1
110115,0
110116,0
110117,1
110118,0
110119,1
110120,1
110121,1
110122,0
110123,0
110124,1
110125,1
110126,1
110127,1
110128,1
110129,1
110130,1
110131,0
110132,0
110133,0
110134,1
110135,0
110136,0
110137,1
110138,1
110139,1
110140,1
110141,1
110142,1
110143,1
110144,1
110145,1
110146,0
110147,0
110148,1
110149,0
110150,0
110151,0
110152,0
110153,0
110154,1
110155,1
110156,0
110157,0
110158,1
110159,1
110160,0
110161,0
110162,0
110163,0
110164,1
110165,1
110166,0
110167,1
110168,1
110169,1
110170,1
110171,0
110172,0
110173,0
110174,1
110175,0
110176,0
110177,0
110178,0
110179,0
110180,1
110181,1
110182,0
110183,0
110184,0
110185,0
110186,1
110187,0
110188,0
110189,0
110190,0
110191,1
110192,0
110193,1
110194,0
110195,1
110196,0
110197,0
110198,0
110199,0
110200,0
110201,1
110202,0
110203,0
110204,0
110205,1
110206,0
110207,1
110208,1
110209,0
110210,0
110211,0
110212,0
110213,1
110214,0
110215,1
110216,1
110217,0
110218,0
110219,1
110220,1
110221,1
110222,1
110223,1
110224,1
110225,1
110226,0
110227,0
110228,1
110229,1
110230,1
110231,0
110232,1
110233,0
110234,0
110235,0
110236,0
110237,1
110238,1
110239,1
110240,0
110241,1
110242,0
110243,0
110244,0
110245,1
110246,0
110247,1
110248,1
110249,1
110250,0
110251,0
110252,1
110253,0
110254,0
110255,1
110256,0
110257,1
110258,0
110259,0
110260,0
110261,0
110262,1
110263,1
110264,1
110265,0
110266,0
110267,0
110268,0
110269,0
110270,0
110271,1
110272,0
110273,1
110274,1
110275,0
110276,1
110277,1
110278,1
110279,1
110280,1
110281,1
110282,0
110283,1
110284,0
110285,1
110286,1
110287,0
110288,1
110289,1
110290,0
110291,1
110292,0
110293,0
110294,1
110295,0
110296,0
110297,1
110298,1
110299,0
110300,0
110301,1
110302,0
110303,0
110304,1
110305,1
110306,0
110307,0
110308,1
110309,1
110310,0
110311,1
110312,0
110313,1
110314,0
110315,1
110316,0
110317,0
110318,0
110319,0
110320,1
110321,1
110322,1
110323,1
110324,0
110325,1
110326,0
110327,1
110328,1
110329,1
110330,1
110331,1
110332,0
110333,1
110334,1
110335,1
110336,0
110337,0
110338,1
110339,1
110340,0
110341,1
110342,0
110343,1
110344,0
110345,1
110346,1
110347,1
110348,0
110349,1
110350,0
110351,1
110352,0
110353,0
110354,0
110355,1
110356,0
110357,0
110358,1
110359,1
110360,0
110361,1
110362,0
110363,1
110364,0
110365,1
110366,0
110367,1
110368,0
110369,0
110370,0
110371,0
110372,1
110373,0
110374,1
110375,0
110376,0
110377,0
110378,0
110379,0
110380,1
110381,1
110382,0
110383,0
110384,0
110385,0
110386,0
110387,1
110388,0
110389,1
110390,0
110391,1
110392,1
110393,0
110394,0
110395,0
110396,1
110397,1
110398,0
110399,1
110400,1
110401,1
110402,1
110403,0
110404,1
110405,1
110406,1
110407,0
110408,0
110409,1
110410,0
110411,0
110412,0
110413,1
110414,0
110415,0
110416,0
110417,1
110418,1
110419,1
110420,0
110421,0
110422,0
110423,0
110424,1
110425,0
110426,1
110427,0
110428,0
110429,0
110430,1
110431,0
110432,0
110433,0
110434,1
110435,0
110436,0
110437,1
110438,1
110439,1
110440,0
110441,0
110442,1
110443,0
110444,1
110445,1
110446,1
110447,0
110448,1
110449,1
110450,1
110451,0
110452,1
110453,1
110454,1
110455,0
110456,1
110457,0
110458,0
110459,1
110460,1
110461,1
110462,0
110463,0
110464,1
110465,0
110466,0
110467,1
110468,1
110469,0
110470,1
110471,1
110472,0
110473,1
110474,1
110475,0
110476,1
110477,1
110478,1
110479,0
110480,0
110481,0
110482,1
110483,1
110484,1
110485,0
110486,1
110487,0
110488,0
110489,1
110490,0
110491,1
110492,0
110493,0
110494,0
110495,1
110496,0
110497,1
110498,1
110499,0
110500,0
110501,0
110502,0
110503,0
110504,1
110505,1
110506,0
110507,1
110508,1
110509,0
110510,0
110511,1
110512,1
110513,1
110514,1
110515,0
110516,1
110517,0
110518,0
110519,1
110520,1
110521,0
110522,1
110523,1
110524,0
110525,1
110526,0
110527,1
110528,0
110529,1
110530,1
110531,0
110532,1
110533,1
110534,1
110535,0
110536,1
110537,1
110538,1
110539,1
110540,0
110541,1
110542,1
110543,0
110544,1
110545,1
110546,0
110547,1
110548,0
110549,1
110550,1
110551,0
110552,0
110553,0
110554,0
110555,1
110556,0
110557,1
110558,1
110559,0
110560,1
110561,1
110562,1
110563,1
110564,1
110565,0
110566,0
110567,0
110568,1
110569,0
110570,1
110571,1
110572,0
110573,0
110574,0
110575,0
110576,0
110577,0
110578,0
110579,0
110580,0
110581,0
110582,0
110583,0
110584,1
110585,1
110586,0
110587,0
110588,1
110589,0
110590,0
110591,1
110592,1
110593,0
110594,0
110595,0
110596,1
110597,1
110598,0
110599,0
110600,1
110601,0
110602,0
110603,0
110604,1
110605,1
110606,0
110607,1
110608,1
110609,0
110610,1
110611,1
110612,0
110613,1
110614,1
110615,0
110616,1
110617,1
110618,1
110619,1
110620,0
110621,0
110622,1
110623,1
110624,0
110625,0
110626,1
110627,1
110628,1
110629,1
110630,0
110631,1
110632,0
110633,1
110634,1
110635,1
110636,0
110637,0
110638,0
110639,1
110640,1
110641,0
110642,1
110643,0
110644,1
110645,0
110646,1
110647,0
110648,0
110649,1
110650,0
110651,0
110652,1
110653,1
110654,0
110655,1
110656,1
110657,1
110658,0
110659,0
110660,1
110661,1
110662,0
110663,0
110664,0
110665,1
110666,0
110667,1
110668,1
110669,0
110670,0
110671,1
110672,0
110673,0
110674,1
110675,0
110676,0
110677,1
110678,0
110679,1
110680,1
110681,1
110682,0
110683,1
110684,1
110685,1
110686,1
110687,1
110688,0
110689,1
110690,1
110691,1
110692,0
110693,0
110694,1
110695,1
110696,1
110697,0
110698,1
110699,0
110700,0
110701,1
110702,1
110703,0
110704,0
110705,0
110706,0
110707,1
110708,1
110709,0
110710,1
110711,1
110712,0
110713,1
110714,1
110715,1
110716,0
110717,0
110718,1
110719,0
110720,0
110721,0
110722,1
110723,1
110724,0
110725,0
110726,0
110727,1
110728,0
110729,1
110730,1
110731,0
110732,1
110733,0
110734,1
110735,1
110736,0
110737,1
110738,1
110739,1
110740,1
110741,0
110742,0
110743,1
110744,1
110745,0
110746,0
110747,0
110748,0
110749,0
110750,0
110751,0
110752,0
110753,0
110754,1
110755,0
110756,0
110757,1
110758,0
110759,0
110760,1
110761,1
110762,0
110763,1
110764,0
110765,0
110766,1
110767,1
110768,0
110769,1
110770,1
110771,1
110772,1
110773,0
110774,0
110775,1
110776,1
110777,1
110778,1
110779,1
110780,1
110781,1
110782,0
110783,1
110784,0
110785,0
110786,1
110787,0
110788,1
110789,0
110790,1
110791,1
110792,1
110793,1
110794,0
110795,0
110796,0
110797,1
110798,0
110799,0
110800,1
110801,0
110802,0
110803,1
110804,1
110805,1
110806,1
110807,0
110808,1
110809,0
110810,1
110811,0
110812,1
110813,1
110814,0
110815,1
110816,1
110817,1
110818,0
110819,0
110820,0
110821,0
110822,1
110823,1
110824,0
110825,1
110826,1
110827,1
110828,0
110829,0
110830,0
110831,0
110832,1
110833,0
110834,0
110835,0
110836,1
110837,0
110838,1
110839,0
110840,1
110841,1
110842,0
110843,0
110844,1
110845,1
110846,0
110847,1
110848,1
110849,0
110850,1
110851,1
110852,1
110853,1
110854,0
110855,1
110856,1
110857,0
110858,0
110859,0
110860,1
110861,1
110862,0
110863,1
110864,1
110865,1
110866,0
110867,1
110868,1
110869,0
110870,0
110871,1
110872,0
110873,1
110874,0
110875,0
110876,1
110877,1
110878,1
110879,1
110880,1
110881,1
110882,0
110883,1
110884,1
110885,1
110886,0
110887,0
110888,1
110889,0
110890,1
110891,1
110892,0
110893,1
110894,0
110895,0
110896,0
110897,1
110898,1
110899,0
110900,1
110901,0
110902,0
110903,0
110904,0
110905,1
110906,1
110907,1
110908,1
110909,0
110910,1
110911,1
110912,0
110913,0
110914,0
110915,1
110916,1
110917,1
110918,0
110919,1
110920,1
110921,0
110922,1
110923,1
110924,0
110925,0
110926,1
110927,1
110928,1
110929,0
110930,1
110931,1
110932,0
110933,1
110934,1
110935,0
110936,0
110937,0
110938,0
110939,1
110940,1
110941,0
110942,1
110943,1
110944,1
110945,0
110946,0
110947,1
110948,0
110949,0
110950,1
110951,0
110952,0
110953,1
110954,1
110955,1
110956,0
110957,0
110958,1
110959,1
110960,1
110961,1
110962,1
110963,0
110964,1
110965,1
110966,0
110967,0
110968,1
110969,1
110970,0
110971,0
110972,0
110973,0
110974,0
110975,0
110976,1
110977,1
110978,1
110979,1
110980,1
110981,1
110982,1
110983,0
110984,1
110985,1
110986,1
110987,1
110988,0
110989,0
110990,0
110991,0
110992,0
110993,1
110994,0
110995,1
110996,1
110997,1
110998,1
110999,0
111000,0
111001,0
111002,1
111003,1
111004,0
111005,0
111006,1
111007,1
111008,0
111009,0
111010,0
111011,1
111012,0
111013,1
111014,0
111015,0
111016,1
111017,1
111018,1
111019,0
111020,1
111021,0
111022,1
111023,0
111024,1
111025,1
111026,1
111027,0
111028,0
111029,1
111030,0
111031,0
111032,0
111033,0
111034,1
111035,1
111036,1
111037,1
111038,0
111039,0
111040,0
111041,0
111042,0
111043,0
111044,1
111045,1
111046,1
111047,0
111048,1
111049,1
111050,0
111051,0
111052,0
111053,0
111054,1
111055,1
111056,0
111057,1
111058,0
111059,1
111060,0
111061,1
111062,1
111063,1
111064,1
111065,1
111066,0
111067,0
111068,0
111069,0
111070,1
111071,1
111072,0
111073,0
111074,1
111075,1
111076,1
111077,1
111078,0
111079,1
111080,1
111081,1
111082,0
111083,0
111084,0
111085,1
111086,0
111087,0
111088,0
111089,1
111090,0
111091,0
111092,1
111093,1
111094,0
111095,0
111096,1
111097,1
111098,1
111099,0
111100,0
111101,0
111102,0
111103,1
111104,1
111105,1
111106,0
111107,1
111108,0
111109,1
111110,1
111111,0
111112,1
111113,1
111114,0
111115,0
111116,1
111117,1
111118,1
111119,0
111120,1
111121,1
111122,0
111123,0
111124,0
111125,0
111126,0
111127,1
111128,1
111129,1
111130,0
111131,1
111132,1
111133,0
111134,0
111135,1
111136,1
111137,1
111138,1
111139,0
111140,1
111141,1
111142,1
111143,1
111144,1
111145,1
111146,0
111147,0
111148,0
111149,0
111150,0
111151,0
111152,0
111153,1
111154,0
111155,1
111156,0
111157,1
111158,0
111159,1
111160,0
111161,0
111162,1
111163,1
111164,0
111165,1
111166,0
111167,1
111168,1
111169,0
111170,0
111171,1
111172,0
111173,0
111174,0
111175,1
111176,0
111177,0
111178,0
111179,1
111180,0
111181,0
111182,1
111183,1
111184,1
111185,1
111186,1
111187,0
111188,0
111189,1
111190,1
111191,1
111192,1
111193,0
111194,1
111195,1
111196,1
111197,1
111198,1
111199,0
111200,1
111201,0
111202,0
111203,1
111204,0
111205,0
111206,1
111207,0
111208,1
111209,1
111210,1
111211,1
111212,1
111213,0
111214,1
111215,1
111216,0
111217,1
111218,1
111219,0
111220,0
111221,1
111222,1
111223,1
111224,1
111225,0
111226,0
111227,1
111228,0
111229,0
111230,0
111231,1
111232,1
111233,1
111234,1
111235,0
111236,1
111237,1
111238,0
111239,1
111240,1
111241,1
111242,0
111243,1
111244,0
111245,0
111246,0
111247,1
111248,1
111249,1
111250,1
111251,1
111252,0
111253,0
111254,0
111255,0
111256,0
111257,1
111258,1
111259,1
111260,1
111261,0
111262,1
111263,1
111264,0
111265,0
111266,1
111267,0
111268,0
111269,0
111270,0
111271,1
111272,1
111273,1
111274,1
111275,1
111276,1
111277,1
111278,0
111279,0
111280,0
111281,0
111282,1
111283,1
111284,1
111285,1
111286,1
111287,0
111288,0
111289,1
111290,0
111291,0
111292,1
111293,0
111294,1
111295,0
111296,1
111297,0
111298,1
111299,1
111300,1
111301,0
111302,1
111303,1
111304,0
111305,0
111306,1
111307,1
111308,1
111309,0
111310,0
111311,0
111312,0
111313,1
111314,0
111315,1
111316,0
111317,1
111318,1
111319,0
111320,0
111321,1
111322,1
111323,1
111324,1
111325,0
111326,1
111327,1
111328,1
111329,1
111330,0
111331,1
111332,1
111333,0
111334,0
111335,0
111336,1
111337,1
111338,1
111339,1
111340,0
111341,0
111342,1
111343,0
111344,1
111345,1
111346,0
111347,1
111348,1
111349,0
111350,0
111351,1
111352,0
111353,1
111354,0
111355,1
111356,1
111357,1
111358,0
111359,0
111360,1
111361,1
111362,1
111363,0
111364,0
111365,0
111366,1
111367,1
111368,0
111369,0
111370,1
111371,1
111372,0
111373,1
111374,1
111375,0
111376,0
111377,0
111378,1
111379,1
111380,1
111381,1
111382,0
111383,0
111384,1
111385,0
111386,1
111387,1
111388,0
111389,1
111390,0
111391,0
111392,0
111393,0
111394,1
111395,1
111396,1
111397,0
111398,1
111399,0
111400,0
111401,0
111402,0
111403,0
111404,0
111405,0
111406,0
111407,0
111408,0
111409,1
111410,1
111411,1
111412,1
111413,0
111414,0
111415,1
111416,1
111417,0
111418,0
111419,1
111420,0
111421,0
111422,1
111423,1
111424,0
111425,0
111426,1
111427,0
111428,1
111429,0
111430,0
111431,1
111432,1
111433,1
111434,0
111435,0
111436,1
111437,0
111438,0
111439,1
111440,0
111441,1
111442,1
111443,0
111444,0
111445,1
111446,1
111447,0
111448,1
111449,1
111450,0
111451,0
111452,0
111453,0
111454,0
111455,1
111456,1
111457,0
111458,1
111459,0
111460,1
111461,1
111462,1
111463,1
111464,1
111465,1
111466,1
111467,0
111468,0
111469,0
111470,0
111471,0
111472,0
111473,0
111474,0
111475,0
111476,1
111477,1
111478,1
111479,0
111480,0
111481,1
111482,0
111483,1
111484,1
111485,0
111486,0
111487,0
111488,1
111489,1
111490,0
111491,1
111492,1
111493,1
111494,1
111495,0
111496,1
111497,0
111498,1
111499,0
111500,1
111501,0
111502,1
111503,1
111504,0
111505,1
111506,0
111507,0
111508,0
111509,1
111510,1
111511,0
111512,1
111513,0
111514,0
111515,0
111516,0
111517,1
111518,1
111519,1
111520,1
111521,0
111522,0
111523,1
111524,1
111525,1
111526,0
111527,0
111528,0
111529,0
111530,1
111531,0
111532,1
111533,1
111534,0
111535,0
111536,1
111537,0
111538,1
111539,0
111540,0
111541,0
111542,0
111543,0
111544,1
111545,1
111546,1
111547,0
111548,0
111549,1
111550,1
111551,1
111552,1
111553,1
111554,0
111555,0
111556,1
111557,0
111558,0
111559,0
111560,1
111561,0
111562,1
111563,1
111564,1
111565,0
111566,1
111567,0
111568,1
111569,0
111570,1
111571,0
111572,0
111573,1
111574,0
111575,1
111576,1
111577,1
111578,0
111579,1
111580,1
111581,1
111582,0
111583,1
111584,0
111585,1
111586,1
111587,0
111588,1
111589,1
111590,0
111591,1
111592,1
111593,0
111594,0
111595,0
111596,0
111597,0
111598,1
111599,1
111600,0
111601,0
111602,0
111603,0
111604,1
111605,0
111606,0
111607,0
111608,1
111609,0
111610,1
111611,1
111612,1
111613,1
111614,0
111615,1
111616,1
111617,1
111618,0
111619,0
111620,1
111621,1
111622,0
111623,1
111624,0
111625,0
111626,1
111627,0
111628,1
111629,1
111630,1
111631,1
111632,0
111633,0
111634,1
111635,1
111636,0
111637,0
111638,0
111639,1
111640,1
111641,1
111642,0
111643,0
111644,0
111645,1
111646,1
111647,1
111648,0
111649,0
111650,1
111651,1
111652,0
111653,1
111654,0
111655,0
111656,0
111657,1
111658,1
111659,1
111660,1
111661,0
111662,1
111663,0
111664,0
111665,1
111666,1
111667,1
111668,1
111669,0
111670,0
111671,1
111672,1
111673,0
111674,1
111675,0
111676,0
111677,1
111678,0
111679,0
111680,0
111681,0
111682,0
111683,1
111684,0
111685,1
111686,0
111687,1
111688,1
111689,0
111690,0
111691,1
111692,1
111693,0
111694,0
111695,1
111696,1
111697,0
111698,0
111699,0
111700,0
111701,0
111702,0
111703,1
111704,1
111705,1
111706,1
111707,0
111708,0
111709,1
111710,0
111711,1
111712,0
111713,1
111714,0
111715,0
111716,1
111717,0
111718,1
111719,0
111720,1
111721,1
111722,0
111723,1
111724,1
111725,1
111726,0
111727,1
111728,1
111729,1
111730,0
111731,1
111732,1
111733,0
111734,1
111735,1
111736,0
111737,1
111738,1
111739,1
111740,1
111741,1
111742,1
111743,0
111744,0
111745,1
111746,0
111747,1
111748,1
111749,1
111750,1
111751,1
111752,1
111753,0
111754,0
111755,1
111756,1
111757,0
111758,0
111759,1
111760,0
111761,0
111762,1
111763,1
111764,0
111765,0
111766,1
111767,0
111768,1
111769,1
111770,1
111771,0
111772,1
111773,0
111774,0
111775,0
111776,0
111777,1
111778,1
111779,1
111780,1
111781,0
111782,0
111783,0
111784,1
111785,1
111786,1
111787,1
111788,1
111789,1
111790,0
111791,1
111792,1
111793,0
111794,1
111795,0
111796,0
111797,1
111798,0
111799,1
111800,1
111801,0
111802,1
111803,0
111804,1
111805,0
111806,1
111807,0
111808,1
111809,1
111810,1
111811,1
111812,0
111813,0
111814,0
111815,0
111816,0
111817,1
111818,1
111819,1
111820,0
111821,0
111822,0
111823,0
111824,1
111825,1
111826,0
111827,0
111828,0
111829,1
111830,1
111831,1
111832,0
111833,0
111834,0
111835,1
111836,1
111837,1
111838,1
111839,0
111840,0
111841,1
111842,1
111843,0
111844,1
111845,1
111846,0
111847,0
111848,1
111849,0
111850,0
111851,0
111852,1
111853,0
111854,0
111855,1
111856,0
111857,0
111858,1
111859,0
111860,1
111861,1
111862,0
111863,1
111864,0
111865,0
111866,1
111867,0
111868,1
111869,0
111870,0
111871,1
111872,0
111873,0
111874,0
111875,1
111876,1
111877,0
111878,1
111879,0
111880,0
111881,0
111882,1
111883,0
111884,1
111885,0
111886,0
111887,0
111888,0
111889,1
111890,0
111891,1
111892,0
111893,1
111894,0
111895,0
111896,0
111897,0
111898,0
111899,1
111900,0
111901,1
111902,1
111903,0
111904,1
111905,0
111906,1
111907,0
111908,1
111909,0
111910,0
111911,0
111912,0
111913,0
111914,0
111915,0
111916,1
111917,0
